service_date,day_type,bus,rail_boardings,total_rides,components_sum,difference,difference_pct_of_total,year,month,month_name,quarter,day_of_week,day_type_label,bus_share,rail_share
2010-07-01,W,997162,802022,1799184,1799184,0,0.0,2010,7,July,Q3,Thursday,Weekday,0.5542301398856371,0.445769860114363
2010-07-02,W,948286,728895,1677181,1677181,0,0.0,2010,7,July,Q3,Friday,Weekday,0.5654046879853755,0.43459531201462454
2010-07-03,A,688185,498374,1186559,1186559,0,0.0,2010,7,July,Q3,Saturday,Saturday,0.5799838019011275,0.4200161980988725
2010-07-04,U,517771,431068,948839,948839,0,0.0,2010,7,July,Q3,Sunday,Sunday/Holiday,0.5456889946555739,0.4543110053444262
2010-07-05,U,490386,338754,829140,829140,0,0.0,2010,7,July,Q3,Monday,Sunday/Holiday,0.5914393226716839,0.4085606773283161
2010-07-06,W,906377,637312,1543689,1543689,0,0.0,2010,7,July,Q3,Tuesday,Weekday,0.5871500023644659,0.4128499976355341
2010-07-07,W,911994,656096,1568090,1568090,0,0.0,2010,7,July,Q3,Wednesday,Weekday,0.5815954441390482,0.4184045558609519
2010-07-08,W,913888,665000,1578888,1578888,0,0.0,2010,7,July,Q3,Thursday,Weekday,0.5788174968712156,0.4211825031287843
2010-07-09,W,930427,676348,1606775,1606775,0,0.0,2010,7,July,Q3,Friday,Weekday,0.5790648970764419,0.42093510292355807
2010-07-10,A,625843,418254,1044097,1044097,0,0.0,2010,7,July,Q3,Saturday,Saturday,0.5994107827146329,0.40058921728536717
2010-07-11,U,441707,304804,746511,746511,0,0.0,2010,7,July,Q3,Sunday,Sunday/Holiday,0.5916952328900713,0.40830476710992875
2010-07-12,W,916793,645066,1561859,1561859,0,0.0,2010,7,July,Q3,Monday,Weekday,0.5869883260908956,0.4130116739091045
2010-07-13,W,944367,664923,1609290,1609290,0,0.0,2010,7,July,Q3,Tuesday,Weekday,0.5868221389556886,0.4131778610443115
2010-07-14,W,938980,670046,1609026,1609026,0,0.0,2010,7,July,Q3,Wednesday,Weekday,0.5835704332931848,0.4164295667068152
2010-07-15,W,934492,715607,1650099,1650099,0,0.0,2010,7,July,Q3,Thursday,Weekday,0.5663248083902844,0.4336751916097155
2010-07-16,W,928476,753901,1682377,1682377,0,0.0,2010,7,July,Q3,Friday,Weekday,0.5518834363522563,0.44811656364774366
2010-07-17,A,653987,518643,1172630,1172630,0,0.0,2010,7,July,Q3,Saturday,Saturday,0.5577095929662382,0.4422904070337617
2010-07-18,U,453952,378151,832103,832103,0,0.0,2010,7,July,Q3,Sunday,Sunday/Holiday,0.5455478468410762,0.45445215315892384
2010-07-19,W,927114,681084,1608198,1608198,0,0.0,2010,7,July,Q3,Monday,Weekday,0.5764924468255774,0.42350755317442257
2010-07-20,W,938739,692212,1630951,1630951,0,0.0,2010,7,July,Q3,Tuesday,Weekday,0.5755776844307401,0.4244223155692599
2010-07-21,W,951550,705647,1657197,1657197,0,0.0,2010,7,July,Q3,Wednesday,Weekday,0.5741924466433381,0.42580755335666187
2010-07-22,W,927185,670399,1597584,1597584,0,0.0,2010,7,July,Q3,Thursday,Weekday,0.5803669791384991,0.4196330208615009
2010-07-23,W,879035,677196,1556231,1556231,0,0.0,2010,7,July,Q3,Friday,Weekday,0.5648486632125951,0.435151336787405
2010-07-24,A,571189,416540,987729,987729,0,0.0,2010,7,July,Q3,Saturday,Saturday,0.578285136915085,0.421714863084915
2010-07-25,U,472911,351173,824084,824084,0,0.0,2010,7,July,Q3,Sunday,Sunday/Holiday,0.573862615946918,0.426137384053082
2010-07-26,W,915404,658817,1574221,1574221,0,0.0,2010,7,July,Q3,Monday,Weekday,0.581496498903267,0.4185035010967329
2010-07-27,W,935330,670382,1605712,1605712,0,0.0,2010,7,July,Q3,Tuesday,Weekday,0.5825017188636568,0.41749828113634324
2010-07-28,W,908070,667607,1575677,1575677,0,0.0,2010,7,July,Q3,Wednesday,Weekday,0.5763046614248987,0.4236953385751014
2010-07-29,W,933636,684987,1618623,1618623,0,0.0,2010,7,July,Q3,Thursday,Weekday,0.5768088060036216,0.4231911939963784
2010-07-30,W,943778,683141,1626919,1626919,0,0.0,2010,7,July,Q3,Friday,Weekday,0.5801014064006874,0.4198985935993126
2010-07-31,A,657365,450680,1108045,1108045,0,0.0,2010,7,July,Q3,Saturday,Saturday,0.5932656164686452,0.40673438353135477
2010-08-01,U,491220,348968,840188,840188,0,0.0,2010,8,August,Q3,Sunday,Sunday/Holiday,0.5846548629592424,0.41534513704075754
2010-08-02,W,913649,660658,1574307,1574307,0,0.0,2010,8,August,Q3,Monday,Weekday,0.5803499571557517,0.4196500428442483
2010-08-03,W,927125,668186,1595311,1595311,0,0.0,2010,8,August,Q3,Tuesday,Weekday,0.5811562761116797,0.4188437238883202
2010-08-04,W,880047,663305,1543352,1543352,0,0.0,2010,8,August,Q3,Wednesday,Weekday,0.5702179412084865,0.42978205879151354
2010-08-05,W,949218,698256,1647474,1647474,0,0.0,2010,8,August,Q3,Thursday,Weekday,0.5761656936619334,0.4238343063380666
2010-08-06,W,947220,791899,1739119,1739119,0,0.0,2010,8,August,Q3,Friday,Weekday,0.5446550811071583,0.45534491889284173
2010-08-07,A,668567,551140,1219707,1219707,0,0.0,2010,8,August,Q3,Saturday,Saturday,0.5481373805348334,0.45186261946516665
2010-08-08,U,464239,415228,879467,879467,0,0.0,2010,8,August,Q3,Sunday,Sunday/Holiday,0.527864035830793,0.47213596416920706
2010-08-09,W,902342,647949,1550291,1550291,0,0.0,2010,8,August,Q3,Monday,Weekday,0.5820468544292652,0.41795314557073476
2010-08-10,W,909752,662126,1571878,1571878,0,0.0,2010,8,August,Q3,Tuesday,Weekday,0.5787675633859625,0.4212324366140375
2010-08-11,W,902498,661211,1563709,1563709,0,0.0,2010,8,August,Q3,Wednesday,Weekday,0.5771521427580195,0.42284785724198043
2010-08-12,W,908352,666665,1575017,1575017,0,0.0,2010,8,August,Q3,Thursday,Weekday,0.576725203600977,0.423274796399023
2010-08-13,W,918501,665794,1584295,1584295,0,0.0,2010,8,August,Q3,Friday,Weekday,0.5797537706045907,0.4202462293954093
2010-08-14,A,688021,460503,1148524,1148524,0,0.0,2010,8,August,Q3,Saturday,Saturday,0.5990479955142426,0.40095200448575735
2010-08-15,U,507105,359893,866998,866998,0,0.0,2010,8,August,Q3,Sunday,Sunday/Holiday,0.5848975430162469,0.41510245698375314
2010-08-16,W,907011,648950,1555961,1555961,0,0.0,2010,8,August,Q3,Monday,Weekday,0.5829265643547621,0.4170734356452379
2010-08-17,W,909673,659235,1568908,1568908,0,0.0,2010,8,August,Q3,Tuesday,Weekday,0.5798128379739284,0.42018716202607165
2010-08-18,W,935381,676787,1612168,1612168,0,0.0,2010,8,August,Q3,Wednesday,Weekday,0.5802006986864893,0.41979930131351073
2010-08-19,W,940943,688195,1629138,1629138,0,0.0,2010,8,August,Q3,Thursday,Weekday,0.5775710836037217,0.4224289163962783
2010-08-20,W,928525,688864,1617389,1617389,0,0.0,2010,8,August,Q3,Friday,Weekday,0.5740888555567029,0.4259111444432972
2010-08-21,A,662928,462355,1125283,1125283,0,0.0,2010,8,August,Q3,Saturday,Saturday,0.5891211366385167,0.41087886336148327
2010-08-22,U,470110,336654,806764,806764,0,0.0,2010,8,August,Q3,Sunday,Sunday/Holiday,0.582710681190534,0.41728931880946596
2010-08-23,W,941694,650532,1592226,1592226,0,0.0,2010,8,August,Q3,Monday,Weekday,0.5914323720376379,0.4085676279623621
2010-08-24,W,962622,674401,1637023,1637023,0,0.0,2010,8,August,Q3,Tuesday,Weekday,0.5880320557499803,0.4119679442500197
2010-08-25,W,973800,689560,1663360,1663360,0,0.0,2010,8,August,Q3,Wednesday,Weekday,0.5854415159676799,0.4145584840323201
2010-08-26,W,978212,694660,1672872,1672872,0,0.0,2010,8,August,Q3,Thursday,Weekday,0.5847500585818879,0.4152499414181121
2010-08-27,W,991691,700296,1691987,1691987,0,0.0,2010,8,August,Q3,Friday,Weekday,0.5861102951736626,0.4138897048263373
2010-08-28,A,678949,458504,1137453,1137453,0,0.0,2010,8,August,Q3,Saturday,Saturday,0.5969029049991517,0.4030970950008484
2010-08-29,U,471725,334378,806103,806103,0,0.0,2010,8,August,Q3,Sunday,Sunday/Holiday,0.5851919667834011,0.41480803321659887
2010-08-30,W,960273,673150,1633423,1633423,0,0.0,2010,8,August,Q3,Monday,Weekday,0.5878899709383302,0.4121100290616699
2010-08-31,W,980388,693348,1673736,1673736,0,0.0,2010,8,August,Q3,Tuesday,Weekday,0.5857482900529116,0.41425170994708843
2010-09-01,W,1014776,696657,1711433,1711433,0,0.0,2010,9,September,Q3,Wednesday,Weekday,0.5929393671852768,0.4070606328147231
2010-09-02,W,964759,679832,1644591,1644591,0,0.0,2010,9,September,Q3,Thursday,Weekday,0.5866254892553833,0.41337451074461673
2010-09-03,W,996297,721206,1717503,1717503,0,0.0,2010,9,September,Q3,Friday,Weekday,0.5800845762714825,0.4199154237285175
2010-09-04,A,671418,475332,1146750,1146750,0,0.0,2010,9,September,Q3,Saturday,Saturday,0.5854964028776979,0.41450359712230217
2010-09-05,U,497194,399389,896583,896583,0,0.0,2010,9,September,Q3,Sunday,Sunday/Holiday,0.5545431934355213,0.44545680656447867
2010-09-06,U,453040,319536,772576,772576,0,0.0,2010,9,September,Q3,Monday,Sunday/Holiday,0.5864018556103219,0.4135981443896782
2010-09-07,W,1067665,723135,1790800,1790800,0,0.0,2010,9,September,Q3,Tuesday,Weekday,0.5961944382398928,0.40380556176010723
2010-09-08,W,1078904,744212,1823116,1823116,0,0.0,2010,9,September,Q3,Wednesday,Weekday,0.5917911970494472,0.4082088029505528
2010-09-09,W,1053439,729328,1782767,1782767,0,0.0,2010,9,September,Q3,Thursday,Weekday,0.5909011104648,0.40909888953520007
2010-09-10,W,1067844,740993,1808837,1808837,0,0.0,2010,9,September,Q3,Friday,Weekday,0.5903483840721967,0.40965161592780336
2010-09-11,A,620475,438303,1058778,1058778,0,0.0,2010,9,September,Q3,Saturday,Saturday,0.5860293659294016,0.41397063407059836
2010-09-12,U,478785,343875,822660,822660,0,0.0,2010,9,September,Q3,Sunday,Sunday/Holiday,0.5819962074246955,0.4180037925753045
2010-09-13,W,1064113,722939,1787052,1787052,0,0.0,2010,9,September,Q3,Monday,Weekday,0.5954572110940253,0.4045427889059748
2010-09-14,W,1073013,743702,1816715,1816715,0,0.0,2010,9,September,Q3,Tuesday,Weekday,0.5906336436920485,0.40936635630795143
2010-09-15,W,1077313,757144,1834457,1834457,0,0.0,2010,9,September,Q3,Wednesday,Weekday,0.5872653324662285,0.4127346675337716
2010-09-16,W,1030218,751525,1781743,1781743,0,0.0,2010,9,September,Q3,Thursday,Weekday,0.5782079682647834,0.42179203173521657
2010-09-17,W,1070710,777601,1848311,1848311,0,0.0,2010,9,September,Q3,Friday,Weekday,0.5792910392244596,0.4207089607755405
2010-09-18,A,602888,457774,1060662,1060662,0,0.0,2010,9,September,Q3,Saturday,Saturday,0.5684072777190095,0.43159272228099055
2010-09-19,U,463244,335858,799102,799102,0,0.0,2010,9,September,Q3,Sunday,Sunday/Holiday,0.5797057196703299,0.42029428032967003
2010-09-20,W,1040338,712870,1753208,1753208,0,0.0,2010,9,September,Q3,Monday,Weekday,0.593391086511127,0.40660891348887296
2010-09-21,W,1068204,750363,1818567,1818567,0,0.0,2010,9,September,Q3,Tuesday,Weekday,0.587387761902641,0.4126122380973591
2010-09-22,W,1038052,751724,1789776,1789776,0,0.0,2010,9,September,Q3,Wednesday,Weekday,0.579989898177202,0.4200101018227979
2010-09-23,W,1067715,767134,1834849,1834849,0,0.0,2010,9,September,Q3,Thursday,Weekday,0.5819089200255716,0.4180910799744284
2010-09-24,W,966185,750033,1716218,1716218,0,0.0,2010,9,September,Q3,Friday,Weekday,0.5629733518702169,0.43702664812978304
2010-09-25,A,647044,486430,1133474,1133474,0,0.0,2010,9,September,Q3,Saturday,Saturday,0.5708503238715665,0.42914967612843347
2010-09-26,U,439578,331103,770681,770681,0,0.0,2010,9,September,Q3,Sunday,Sunday/Holiday,0.5703760699952379,0.429623930004762
2010-09-27,W,1030264,725559,1755823,1755823,0,0.0,2010,9,September,Q3,Monday,Weekday,0.5867698509473905,0.4132301490526095
2010-09-28,W,1049114,732828,1781942,1781942,0,0.0,2010,9,September,Q3,Tuesday,Weekday,0.5887475574401412,0.4112524425598589
2010-09-29,W,1044807,734953,1779760,1779760,0,0.0,2010,9,September,Q3,Wednesday,Weekday,0.5870493774441498,0.41295062255585024
2010-09-30,W,1040445,748851,1789296,1789296,0,0.0,2010,9,September,Q3,Thursday,Weekday,0.5814828848888054,0.41851711511119455
2010-10-01,W,1095244,742857,1838101,1838101,0,0.0,2010,10,October,Q4,Friday,Weekday,0.5958562668754328,0.40414373312456714
2010-10-02,A,620784,423372,1044156,1044156,0,0.0,2010,10,October,Q4,Saturday,Saturday,0.5945318515624102,0.40546814843758977
2010-10-03,U,451850,307659,759509,759509,0,0.0,2010,10,October,Q4,Sunday,Sunday/Holiday,0.5949238257874495,0.4050761742125505
2010-10-04,W,1049060,710406,1759466,1759466,0,0.0,2010,10,October,Q4,Monday,Weekday,0.5962377221270545,0.40376227787294555
2010-10-05,W,1062843,726247,1789090,1789090,0,0.0,2010,10,October,Q4,Tuesday,Weekday,0.5940690518643557,0.4059309481356444
2010-10-06,W,1057375,730113,1787488,1787488,0,0.0,2010,10,October,Q4,Wednesday,Weekday,0.5915424327324156,0.4084575672675845
2010-10-07,W,1048120,753345,1801465,1801465,0,0.0,2010,10,October,Q4,Thursday,Weekday,0.5818153558353896,0.4181846441646105
2010-10-08,W,1060557,753053,1813610,1813610,0,0.0,2010,10,October,Q4,Friday,Weekday,0.5847767711911602,0.41522322880883983
2010-10-09,A,683056,503343,1186399,1186399,0,0.0,2010,10,October,Q4,Saturday,Saturday,0.5757388534548664,0.42426114654513364
2010-10-10,U,453193,489078,942271,942271,0,0.0,2010,10,October,Q4,Sunday,Sunday/Holiday,0.4809582381289459,0.5190417618710541
2010-10-11,W,824834,627449,1452283,1452283,0,0.0,2010,10,October,Q4,Monday,Weekday,0.5679567962993438,0.43204320370065613
2010-10-12,W,1068010,736048,1804058,1804058,0,0.0,2010,10,October,Q4,Tuesday,Weekday,0.5920042482004458,0.4079957517995541
2010-10-13,W,1024910,726372,1751282,1751282,0,0.0,2010,10,October,Q4,Wednesday,Weekday,0.5852341313392132,0.4147658686607868
2010-10-14,W,1060257,750943,1811200,1811200,0,0.0,2010,10,October,Q4,Thursday,Weekday,0.5853892446996466,0.41461075530035335
2010-10-15,W,1067602,753653,1821255,1821255,0,0.0,2010,10,October,Q4,Friday,Weekday,0.586190291859185,0.41380970814081497
2010-10-16,A,674323,477876,1152199,1152199,0,0.0,2010,10,October,Q4,Saturday,Saturday,0.5852487287352272,0.41475127126477285
2010-10-17,U,470817,337407,808224,808224,0,0.0,2010,10,October,Q4,Sunday,Sunday/Holiday,0.5825328126855921,0.4174671873144079
2010-10-18,W,1038903,717627,1756530,1756530,0,0.0,2010,10,October,Q4,Monday,Weekday,0.5914518966371197,0.4085481033628802
2010-10-19,W,1057820,729779,1787599,1787599,0,0.0,2010,10,October,Q4,Tuesday,Weekday,0.591754638484358,0.40824536151564195
2010-10-20,W,1061125,733950,1795075,1795075,0,0.0,2010,10,October,Q4,Wednesday,Weekday,0.5911312897789786,0.4088687102210214
2010-10-21,W,1053153,747116,1800269,1800269,0,0.0,2010,10,October,Q4,Thursday,Weekday,0.5849975753623486,0.41500242463765136
2010-10-22,W,987323,727707,1715030,1715030,0,0.0,2010,10,October,Q4,Friday,Weekday,0.575688471921774,0.42431152807822603
2010-10-23,A,624770,451848,1076618,1076618,0,0.0,2010,10,October,Q4,Saturday,Saturday,0.5803079643847678,0.41969203561523216
2010-10-24,U,443462,319622,763084,763084,0,0.0,2010,10,October,Q4,Sunday,Sunday/Holiday,0.5811444087413705,0.4188555912586295
2010-10-25,W,1030602,710784,1741386,1741386,0,0.0,2010,10,October,Q4,Monday,Weekday,0.5918285779258591,0.4081714220741409
2010-10-26,W,948119,691241,1639360,1639360,0,0.0,2010,10,October,Q4,Tuesday,Weekday,0.5783470378684364,0.42165296213156356
2010-10-27,W,1051715,739161,1790876,1790876,0,0.0,2010,10,October,Q4,Wednesday,Weekday,0.5872628814055244,0.41273711859447554
2010-10-28,W,1023047,735281,1758328,1758328,0,0.0,2010,10,October,Q4,Thursday,Weekday,0.5818294425158446,0.4181705574841554
2010-10-29,W,1027443,725760,1753203,1753203,0,0.0,2010,10,October,Q4,Friday,Weekday,0.5860376693400593,0.4139623306599407
2010-10-30,A,653147,447410,1100557,1100557,0,0.0,2010,10,October,Q4,Saturday,Saturday,0.5934694886316656,0.4065305113683344
2010-10-31,U,451532,321535,773067,773067,0,0.0,2010,10,October,Q4,Sunday,Sunday/Holiday,0.5840787409112017,0.41592125908879823
2010-11-01,W,1050239,702890,1753129,1753129,0,0.0,2010,11,November,Q4,Monday,Weekday,0.5990654424175289,0.4009345575824711
2010-11-02,W,1053066,711219,1764285,1764285,0,0.0,2010,11,November,Q4,Tuesday,Weekday,0.5968797558217634,0.4031202441782365
2010-11-03,W,1067432,725866,1793298,1793298,0,0.0,2010,11,November,Q4,Wednesday,Weekday,0.59523403249209,0.40476596750791
2010-11-04,W,1036639,731024,1767663,1767663,0,0.0,2010,11,November,Q4,Thursday,Weekday,0.586446059005591,0.413553940994409
2010-11-05,W,1034503,723652,1758155,1758155,0,0.0,2010,11,November,Q4,Friday,Weekday,0.5884026152415458,0.4115973847584542
2010-11-06,A,641520,455652,1097172,1097172,0,0.0,2010,11,November,Q4,Saturday,Saturday,0.58470321882075,0.41529678117924995
2010-11-07,U,453831,305880,759711,759711,0,0.0,2010,11,November,Q4,Sunday,Sunday/Holiday,0.5973732116554847,0.4026267883445152
2010-11-08,W,1046515,709569,1756084,1756084,0,0.0,2010,11,November,Q4,Monday,Weekday,0.5959367547338282,0.40406324526617177
2010-11-09,W,1058688,721276,1779964,1779964,0,0.0,2010,11,November,Q4,Tuesday,Weekday,0.5947805685957693,0.40521943140423067
2010-11-10,W,1065459,729087,1794546,1794546,0,0.0,2010,11,November,Q4,Wednesday,Weekday,0.5937206402064923,0.40627935979350766
2010-11-11,W,882944,660145,1543089,1543089,0,0.0,2010,11,November,Q4,Thursday,Weekday,0.5721925306965444,0.4278074693034556
2010-11-12,W,951645,714781,1666426,1666426,0,0.0,2010,11,November,Q4,Friday,Weekday,0.5710694624303749,0.42893053756962507
2010-11-13,A,600900,436971,1037871,1037871,0,0.0,2010,11,November,Q4,Saturday,Saturday,0.5789736874813922,0.4210263125186078
2010-11-14,U,483592,306831,790423,790423,0,0.0,2010,11,November,Q4,Sunday,Sunday/Holiday,0.6118141805084113,0.3881858194915887
2010-11-15,W,1013081,704470,1717551,1717551,0,0.0,2010,11,November,Q4,Monday,Weekday,0.5898404181302331,0.4101595818697669
2010-11-16,W,1041704,720439,1762143,1762143,0,0.0,2010,11,November,Q4,Tuesday,Weekday,0.5911574713289444,0.40884252867105564
2010-11-17,W,1033004,717114,1750118,1750118,0,0.0,2010,11,November,Q4,Wednesday,Weekday,0.5902482004070583,0.4097517995929417
2010-11-18,W,984043,712787,1696830,1696830,0,0.0,2010,11,November,Q4,Thursday,Weekday,0.579930222827272,0.420069777172728
2010-11-19,W,1038686,715507,1754193,1754193,0,0.0,2010,11,November,Q4,Friday,Weekday,0.5921161468549926,0.4078838531450074
2010-11-20,A,640618,545276,1185894,1185894,0,0.0,2010,11,November,Q4,Saturday,Saturday,0.5401983651152632,0.45980163488473674
2010-11-21,U,437682,295297,732979,732979,0,0.0,2010,11,November,Q4,Sunday,Sunday/Holiday,0.5971276121143989,0.4028723878856011
2010-11-22,W,957125,667375,1624500,1624500,0,0.0,2010,11,November,Q4,Monday,Weekday,0.5891812865497076,0.4108187134502924
2010-11-23,W,1006493,698730,1705223,1705223,0,0.0,2010,11,November,Q4,Tuesday,Weekday,0.5902412763609217,0.4097587236390783
2010-11-24,W,898974,621938,1520912,1520912,0,0.0,2010,11,November,Q4,Wednesday,Weekday,0.5910756177872224,0.4089243822127776
2010-11-25,U,312756,195258,508014,508014,0,0.0,2010,11,November,Q4,Thursday,Sunday/Holiday,0.6156444507434834,0.38435554925651655
2010-11-26,W,557867,369071,926938,926938,0,0.0,2010,11,November,Q4,Friday,Weekday,0.601838526417085,0.3981614735829149
2010-11-27,A,517892,340136,858028,858028,0,0.0,2010,11,November,Q4,Saturday,Saturday,0.6035840322227247,0.39641596777727534
2010-11-28,U,401514,271093,672607,672607,0,0.0,2010,11,November,Q4,Sunday,Sunday/Holiday,0.5969518604474827,0.4030481395525173
2010-11-29,W,974393,658026,1632419,1632419,0,0.0,2010,11,November,Q4,Monday,Weekday,0.5969012857605799,0.4030987142394202
2010-11-30,W,970873,672281,1643154,1643154,0,0.0,2010,11,November,Q4,Tuesday,Weekday,0.590859408186938,0.40914059181306195
2010-12-01,W,999878,678039,1677917,1677917,0,0.0,2010,12,December,Q4,Wednesday,Weekday,0.5959043266144869,0.4040956733855131
2010-12-02,W,1008349,688764,1697113,1697113,0,0.0,2010,12,December,Q4,Thursday,Weekday,0.5941554864054427,0.40584451359455737
2010-12-03,W,985527,691211,1676738,1676738,0,0.0,2010,12,December,Q4,Friday,Weekday,0.5877644569396053,0.41223554306039467
2010-12-04,A,586500,407739,994239,994239,0,0.0,2010,12,December,Q4,Saturday,Saturday,0.5898984047095316,0.4101015952904684
2010-12-05,U,406680,277309,683989,683989,0,0.0,2010,12,December,Q4,Sunday,Sunday/Holiday,0.5945709653225417,0.4054290346774583
2010-12-06,W,944575,641755,1586330,1586330,0,0.0,2010,12,December,Q4,Monday,Weekday,0.595446722939111,0.40455327706088895
2010-12-07,W,954467,652015,1606482,1606482,0,0.0,2010,12,December,Q4,Tuesday,Weekday,0.5941348860429186,0.40586511395708136
2010-12-08,W,968593,662398,1630991,1630991,0,0.0,2010,12,December,Q4,Wednesday,Weekday,0.5938677773206597,0.40613222267934035
2010-12-09,W,957337,667827,1625164,1625164,0,0.0,2010,12,December,Q4,Thursday,Weekday,0.5890710106795376,0.4109289893204624
2010-12-10,W,986800,682824,1669624,1669624,0,0.0,2010,12,December,Q4,Friday,Weekday,0.5910312741072241,0.4089687258927759
2010-12-11,A,573203,388409,961612,961612,0,0.0,2010,12,December,Q4,Saturday,Saturday,0.5960855313785601,0.4039144686214398
2010-12-12,U,330377,249350,579727,579727,0,0.0,2010,12,December,Q4,Sunday,Sunday/Holiday,0.5698837556298051,0.4301162443701949
2010-12-13,W,829736,598167,1427903,1427903,0,0.0,2010,12,December,Q4,Monday,Weekday,0.581087090649715,0.418912909350285
2010-12-14,W,888812,623467,1512279,1512279,0,0.0,2010,12,December,Q4,Tuesday,Weekday,0.5877301741279222,0.41226982587207783
2010-12-15,W,922552,640490,1563042,1563042,0,0.0,2010,12,December,Q4,Wednesday,Weekday,0.5902285415235163,0.40977145847648366
2010-12-16,W,919713,644539,1564252,1564252,0,0.0,2010,12,December,Q4,Thursday,Weekday,0.5879570555127946,0.4120429444872054
2010-12-17,W,932601,642967,1575568,1575568,0,0.0,2010,12,December,Q4,Friday,Weekday,0.5919141541336204,0.40808584586637964
2010-12-18,A,570331,370965,941296,941296,0,0.0,2010,12,December,Q4,Saturday,Saturday,0.6058997382332444,0.3941002617667556
2010-12-19,U,404153,269162,673315,673315,0,0.0,2010,12,December,Q4,Sunday,Sunday/Holiday,0.600243570988319,0.399756429011681
2010-12-20,W,791684,573110,1364794,1364794,0,0.0,2010,12,December,Q4,Monday,Weekday,0.5800758209663877,0.4199241790336124
2010-12-21,W,786351,574097,1360448,1360448,0,0.0,2010,12,December,Q4,Tuesday,Weekday,0.5780088617867055,0.4219911382132944
2010-12-22,W,786757,558711,1345468,1345468,0,0.0,2010,12,December,Q4,Wednesday,Weekday,0.5847459768645556,0.4152540231354443
2010-12-23,W,740052,489295,1229347,1229347,0,0.0,2010,12,December,Q4,Thursday,Weekday,0.6019878846249269,0.3980121153750731
2010-12-24,W,513353,261461,774814,774814,0,0.0,2010,12,December,Q4,Friday,Weekday,0.6625499797370724,0.33745002026292764
2010-12-25,U,233266,128261,361527,361527,0,0.0,2010,12,December,Q4,Saturday,Sunday/Holiday,0.6452242847698789,0.35477571523012114
2010-12-26,U,346331,215163,561494,561494,0,0.0,2010,12,December,Q4,Sunday,Sunday/Holiday,0.6168026728691669,0.3831973271308331
2010-12-27,W,673638,435925,1109563,1109563,0,0.0,2010,12,December,Q4,Monday,Weekday,0.6071201004359373,0.3928798995640626
2010-12-28,W,717933,490978,1208911,1208911,0,0.0,2010,12,December,Q4,Tuesday,Weekday,0.593867538636012,0.4061324613639879
2010-12-29,W,731000,513271,1244271,1244271,0,0.0,2010,12,December,Q4,Wednesday,Weekday,0.587492596066291,0.412507403933709
2010-12-30,W,754297,524961,1279258,1279258,0,0.0,2010,12,December,Q4,Thursday,Weekday,0.5896363360635618,0.41036366393643814
2010-12-31,W,609114,391713,1000827,1000827,0,0.0,2010,12,December,Q4,Friday,Weekday,0.6086106789684931,0.3913893210315069
2011-01-01,U,342872,239754,582626,582626,0,0.0,2011,1,January,Q1,Saturday,Sunday/Holiday,0.588494162636065,0.41150583736393503
2011-01-02,U,364165,225886,590051,590051,0,0.0,2011,1,January,Q1,Sunday,Sunday/Holiday,0.6171754644937472,0.38282453550625284
2011-01-03,W,925770,581035,1506805,1506805,0,0.0,2011,1,January,Q1,Monday,Weekday,0.6143927050945543,0.38560729490544565
2011-01-04,W,946232,621057,1567289,1567289,0,0.0,2011,1,January,Q1,Tuesday,Weekday,0.6037380470353585,0.3962619529646415
2011-01-05,W,950712,624027,1574739,1574739,0,0.0,2011,1,January,Q1,Wednesday,Weekday,0.6037267128076462,0.3962732871923538
2011-01-06,W,939518,625246,1564764,1564764,0,0.0,2011,1,January,Q1,Thursday,Weekday,0.6004215332152325,0.39957846678476755
2011-01-07,W,927173,622084,1549257,1549257,0,0.0,2011,1,January,Q1,Friday,Weekday,0.5984630051695748,0.40153699483042515
2011-01-08,A,540394,333951,874345,874345,0,0.0,2011,1,January,Q1,Saturday,Saturday,0.6180558017716119,0.3819441982283881
2011-01-09,U,380762,237361,618123,618123,0,0.0,2011,1,January,Q1,Sunday,Sunday/Holiday,0.6159971397278535,0.3840028602721465
2011-01-10,W,966448,639852,1606300,1606300,0,0.0,2011,1,January,Q1,Monday,Weekday,0.6016609599701177,0.39833904002988235
2011-01-11,W,923590,654856,1578446,1578446,0,0.0,2011,1,January,Q1,Tuesday,Weekday,0.5851261303839346,0.4148738696160654
2011-01-12,W,960115,657426,1617541,1617541,0,0.0,2011,1,January,Q1,Wednesday,Weekday,0.5935645526141223,0.4064354473858777
2011-01-13,W,969691,661269,1630960,1630960,0,0.0,2011,1,January,Q1,Thursday,Weekday,0.5945522882228871,0.40544771177711286
2011-01-14,W,983953,656551,1640504,1640504,0,0.0,2011,1,January,Q1,Friday,Weekday,0.5997870166729249,0.4002129833270751
2011-01-15,A,567710,355580,923290,923290,0,0.0,2011,1,January,Q1,Saturday,Saturday,0.6148772325054966,0.38512276749450336
2011-01-16,U,386280,260631,646911,646911,0,0.0,2011,1,January,Q1,Sunday,Sunday/Holiday,0.5971145953616495,0.40288540463835054
2011-01-17,W,613773,422788,1036561,1036561,0,0.0,2011,1,January,Q1,Monday,Weekday,0.5921243419345316,0.4078756580654684
2011-01-18,W,991055,678327,1669382,1669382,0,0.0,2011,1,January,Q1,Tuesday,Weekday,0.5936657996791627,0.4063342003208373
2011-01-19,W,1006033,679355,1685388,1685388,0,0.0,2011,1,January,Q1,Wednesday,Weekday,0.5969147757074336,0.40308522429256644
